,Unnamed: 0,ID,first_wins,s,phi_vanilla,phi_avg,phi_entropy,gemma_27b_vanilla,gemma_27b_avg,gemma_27b_entropy,gemma_2b_vanilla,gemma_2b_avg,gemma_2b_entropy,gemma_9b_vanilla,gemma_9b_avg,gemma_9b_entropy,llama_3b_vanilla,llama_3b_avg,llama_3b_entropy,llama_8b_vanilla,llama_8b_avg,llama_8b_entropy,llama_70b_vanilla,llama_70b_avg,llama_70b_entropy,aya_32b_vanilla,aya_32b_avg,aya_32b_entropy,aya_8b_vanilla,aya_8b_avg,aya_8b_entropy,mixtral_vanilla,mixtral_avg,mixtral_entropy,conf_phi_vanilla,conf_phi_avg,conf_phi_entropy,conf_phi_verbal_conf,conf_llama_3b_vanilla,conf_llama_3b_avg,conf_llama_3b_entropy,conf_llama_3b_verbal_conf,conf_llama_8b_vanilla,conf_llama_8b_avg,conf_llama_8b_entropy,conf_llama_8b_verbal_conf,conf_llama_70b_vanilla,conf_llama_70b_avg,conf_llama_70b_entropy,conf_llama_70b_verbal_conf,conf_gemma_27b_vanilla,conf_gemma_27b_avg,conf_gemma_27b_entropy,conf_gemma_27b_verbal_conf,conf_gemma_2b_vanilla,conf_gemma_2b_avg,conf_gemma_2b_entropy,conf_gemma_2b_verbal_conf,conf_gemma_9b_vanilla,conf_gemma_9b_avg,conf_gemma_9b_entropy,conf_gemma_9b_verbal_conf,conf_aya_32b_vanilla,conf_aya_32b_avg,conf_aya_32b_entropy,conf_aya_32b_verbal_conf,conf_mixtral_vanilla,conf_mixtral_avg,conf_mixtral_entropy,conf_mixtral_verbal_conf,FKGL,ARI,RSRS_mBERT
819,819,857,2,The main church Dome Collpaesd and was then totally restored.,7,5.942064456641674,0.1467948416436027,3,3.0071569087158423,0.0395989243746633,4,4.380297496914864,0.1399309847887622,5,5.005293221678585,0.1083502305816748,6,5.8961121290922165,0.1227733338284768,7,7.117875158786774,0.0907868314629772,2,2.2608282268047333,0.0487954481362548,4,4.2897509469112265,0.0551478111320963,4,3.659909643874357,0.0548923325485688,5,4.911611967319828,0.0287095190263403,7,6.790973393712193,0.112006217444353,7.714945475541754,6,6.112383529543877,0.1128614189721922,6.802003115415573,7,6.948897898197174,0.0877115157522133,7.778546333312988,2,2.565935760736465,0.0808471661356846,8.0,3,3.4771888912655413,0.0718138495047345,6.837355647471668,3,4.014255955815315,0.1307167928002826,6.803264316986315,5,5.357642125221901,0.0943413829509093,7.867343746055894,4,4.412444340992806,0.0648031746583625,7.022890699285199,2,2.029254074650737,0.0128827487884506,8.562151908397041,4.8,8.1,0.0003544698283054
820,820,764,2,"Since his actual date of birth was not recorded, it is believed to be between 1935- 1939.",2,2.105475106318522,0.0383655375906084,3,3.2901945582561893,0.0667912370462938,3,3.761223208159208,0.1355261618187257,3,2.8887446969747543,0.0559778054129295,4,4.401675336062908,0.1194829975762831,4,4.410029917955399,0.0971247126843126,2,2.110727496445179,0.0295902015580156,4,4.0034810640152045,0.011787946304467,4,3.5987819596848567,0.0635516282700837,2,2.017995819196596,0.0086950909094126,3,2.7571576308473595,0.0656085979617852,7.852477275529964,4,3.4493533596396446,0.1009419024733717,7.562098294496536,5,4.93312007188797,0.0930155652371613,7.841131299734116,2,2.437900856137276,0.0718036950735272,8.0,3,3.168917403650994,0.0515156653708429,6.9870941187055,6,5.355905078351498,0.1259003399182376,7.205055811442435,3,3.571253741218243,0.0765082158267144,8.016245710626777,4,3.9533450182862,0.0310083349504964,7.085062337624549,2,1.92414186646944,0.0258866979076054,8.075773477175971,6.4,7.3,0.0003462570288221
821,821,1271,1,"Winchester is in Scott city, Illinois, United States.",1,1.3495176618744154,0.056510287837009,1,1.0611676907474248,0.0186330525915223,1,1.0289587620063685,0.0098541400894144,1,1.0026579586292428,0.0014804722997096,1,1.8238675631582737,0.0772654296672927,2,3.0,0.1286809509901952,1,1.3486452102661133,0.0549749854538071,1,1.0000131300474209,1.2854309517527694e-05,2,2.016607592889841,0.0379030115303856,1,1.0000000000007403,9.824544046527292e-13,2,1.6860671354372698,0.0570429361481606,8.141032326737331,1,1.876757510006428,0.0975281789917947,8.651355385780334,4,3.410812720656395,0.112101331746928,8.0,1,1.3486452102661133,0.0549749854538071,8.889273464679718,1,1.4116927355389637,0.055691890147885,8.929838712085257,1,1.0394486097211484,0.0127588484444524,8.376555862429086,1,1.0102700738552812,0.0046009729992986,8.999686294056005,1,1.0000055928414395,5.8399707470641e-06,8.985933097120583,1,1.0000000000029277,3.807268629158175e-12,8.999964204084698,5.2,9.7,0.0002594236746951
822,822,1022,1,"If the child is a female, it is a daughter.",1,1.2944065819576736,0.052703955005448,2,1.946252154972172,0.025200794506996,1,1.256813617888838,0.0515288088096612,1,1.306780838403938,0.0519359778021581,1,2.525182541459799,0.1344582483724318,1,1.1887225806713104,0.04118128342827,1,1.2608282566070557,0.0487954481362548,3,2.968111505807883,0.0153637382555285,2,1.6124031828754255,0.0653357998325298,1,1.0011695184877776,0.000873802883502,1,1.3778807619992222,0.0577179034921068,8.977291320669337,1,2.3098531365394592,0.1140223677309982,8.69705981016159,1,1.594601884484291,0.0795311167713873,8.110727548599243,1,1.1329642236232758,0.0333268359257557,9.0,2,1.9902363639557727,0.0363122150850913,7.592343234729924,1,1.1593436280963942,0.0378184550882281,8.56635850330349,2,2.1860026574286167,0.0530667873935716,8.966535991843386,3,2.63232352059822,0.0563794078288256,7.7310469705769265,1,1.000379929842893,0.0003251065252925,8.999983414249396,2.5,-0.5,0.0002359276419564
823,823,1328,1,"In 1438 Trevi passed under the temporal rule of the church. It was part of the legation of Perugia, and thenceforth its history merges with that of the States of the church. In 1860, its history next merges with the United Kingdom of Italy.",3,3.453601302113384,0.1025748410341224,5,4.719661967159482,0.0786166512455423,7,5.920305676758289,0.1240792508963576,6,6.0992522501182975,0.0416173444686053,6,5.763121351599693,0.1066162048642339,6,6.448104560375214,0.0584733742237571,6,5.848283648490906,0.022831160316721,6,5.741866421456962,0.0522200598781759,4,4.151665826704516,0.0498773926802322,7,6.577565300176502,0.0697154345976619,4,3.948033710243181,0.106404536587119,7.4323976159148515,6,5.490360200405121,0.1061768291634787,7.448104560375214,6,6.348645508289337,0.0549749854538071,7.697058767080307,6,6.222700327634811,0.0450870558019201,7.551895439624786,5,5.131408445769921,0.0685575745034824,6.163972492253379,5,4.615749299526215,0.1386198669367061,6.8492567941430025,6,6.064592868306136,0.0307428599824197,7.730706556739278,6,6.026959018235772,0.0227756002980889,7.0474186933270175,5,5.584477751485338,0.0839856035370236,7.622457180937942,5.5,7.0,0.0003398698437745
824,824,1580,2,"Saint Martin is an island located in the Caribbean, 300 km east of Puerto Rico.",2,1.5630143872876945,0.0599080628778301,2,2.0033441184168623,0.0153119159641643,2,2.0120712690986693,0.0911637819131884,1,1.0471179209307593,0.0155060365622323,1,1.996911197900772,0.1078136508641281,2,2.9238976538181305,0.0921884025491027,2,2.0,-0.0,2,2.067545064515798,0.0198580667994552,2,2.5372341338952538,0.0641072903601405,1,1.0000005469544249,8.494116885770984e-07,2,1.7322911482820018,0.0511750993428046,8.374160500393373,1,1.8815726190805435,0.1019844303033035,8.5,4,3.694969169795513,0.091361047290208,8.0,2,2.0,-0.0,8.260829031467438,2,2.014165960106766,0.0098193142843007,7.882614062430093,2,2.024061119183898,0.0985374042548824,7.276120449416339,2,1.6298347429765272,0.0629252854950196,8.981838303594088,2,2.1191503830851417,0.0293935467036446,7.99991139198255,1,1.0000000025003055,2.4705323168413163e-09,8.995930240681957,8.0,6.5,0.0003381202474037
825,825,968,2,Next Saturday is a presentation of a successful Neurosurgeon.,2,1.7348646755090158,0.0521796290815512,3,3.2126173989090603,0.0545490858522914,3,3.5520274490118027,0.1493640490169665,3,3.092002374585718,0.0723198718992397,6,5.345373325049877,0.1487211593753537,6,5.554775893688202,0.1120324927406875,2,2.0,-0.0,3,2.995521556771209,0.0060722483918863,3,3.5143773411255097,0.0636081029367324,3,3.203028790107055,0.0371693204962512,2,1.893145518282779,0.036653811959759,8.071463385538664,6,6.016946353018284,0.1134960006888765,7.348645567893982,6,5.810148447751999,0.104772795197713,7.739171475172043,2,2.1107271909713745,0.0295901306108655,8.0,4,4.438692774623632,0.1006219938571798,6.267311040051936,3,3.142389379441738,0.1528169347379345,6.869902358856052,6,5.255194336175919,0.1220145248305118,7.881278163701154,3,3.036122290708363,0.0139360944370151,7.320802541525865,2,2.0957245623358176,0.0181780902668414,8.622446110905912,12.7,10.8,0.0004085673405438
826,826,1721,2,Campgrounds around the outer banks were closed for the storm.,2,1.756165764351863,0.048996331483417,2,1.949131795838184,0.022114429324714,1,1.6989935827441514,0.0907656496331784,1,1.115823381219343,0.0296415010752922,4,4.189537547528744,0.1452378266041921,2,2.529547542333603,0.0783332450885923,2,2.0,-0.0,3,2.7982111822609,0.0404064776457005,2,2.0739292276289376,0.0230111938063904,1,1.0000101272060895,1.2206869647643772e-05,2,1.870160860332362,0.0355951478867512,8.177019276483406,1,2.1747093498706818,0.1116270905895375,7.811277776956558,4,3.6214675456285477,0.0980005957938961,8.0,2,2.0,-0.0,8.0,2,1.9839643597624672,0.0182819609949451,7.935135471626836,1,1.589059392688796,0.0808138359879569,8.512698821607046,2,1.7523211760853885,0.0699823596479848,8.988918192732513,2,2.2690090212834093,0.0467965916813538,7.998682854445178,1,1.0000079107121564,9.694584968930533e-06,8.999569746332565,2.5,8.1,0.0003410852831076
827,827,1196,2,Each entry has a data copy,2,1.7583166245094617,0.0498628172465038,2,1.8600901055560823,0.0368735011884808,5,4.92071944847703,0.1116409628356775,1,1.406986282359867,0.0598513338264212,1,1.8736003935337069,0.093824342478029,2,1.7166563048958778,0.0819468216244319,2,1.602685660123825,0.0571263412254672,3,2.9848679987894684,0.0070539097480166,3,2.732881625475784,0.0558774730150746,2,2.0196233011720324,0.009158423538763,2,1.882957661693581,0.0328781058238327,8.067040796384845,1,2.9816907048225403,0.1256238788323218,7.270030736923218,2,2.853025436401367,0.0916411973154571,8.0,2,1.5518964231014252,0.0584733539531427,8.222700387239456,2,2.040360005630646,0.0274419327085033,7.375834940849018,5,4.3326756078749895,0.1176510850258151,6.930504336749436,2,2.450238008983433,0.0906482393803694,8.956839432497247,3,2.994172404984056,0.0054681007256097,7.075829241995962,2,2.0015035574279665,0.0069979580472124,8.499928023193206,2.1,-2.0,0.0002247589178525
828,828,2024,1,"Name Arzashkun seems to be the Assyrian form of an Armenian name. The Armenian name ends in -Ka. It is formed from a proper name Arzash. This recalls the name Arsene, Arsissa. It was applied by the ancients to part of Lake Van.",3,3.3295039349468425,0.0829523132592936,4,4.415594584817882,0.0727638004001578,6,5.453481437871233,0.1017035083734331,6,5.838837787814555,0.0417741371739259,6,5.403789035975933,0.1081533964954864,6,5.811277523636818,0.04118128342827,6,5.55459988117218,0.0450870558019201,5,4.7789706869371,0.0683355671754744,3,3.326007284734544,0.0521086230454854,5,5.119910010666294,0.0359000596788164,4,3.791320693504531,0.0945111930725939,7.262681643354426,4,4.999999925494194,0.0919362969187693,7.602685838937759,6,5.867035672068596,0.0333268359257557,8.0,6,6.110727585852146,0.0295902015580156,7.8670356422662735,6,5.690582229348365,0.0640287982795937,6.726114817587586,6,5.745303209812846,0.0727201293383303,7.0393499229394365,6,5.980925281981399,0.0255417078360397,7.56170527816721,6,5.77351321111621,0.0464896785044026,7.085089777546273,5,4.997444018602267,0.0181114526374607,7.880796420413309,4.3,3.1,0.0003008075856717
829,829,614,2,Some people think that Tresca was killed Y the Nkvd in retaliation for criticism of Stalin's Soviet Union.,7,5.806688524782658,0.1435821724362203,4,3.911822507390752,0.0949692813041293,4,4.46606969460845,0.130084960030927,6,5.708919057622552,0.0923345722564043,6,5.939256764948368,0.1000272923551243,7,6.88212525844574,0.0907868314629772,4,4.012907609343529,0.0871057892550176,5,5.059954031475627,0.036864744480062,3,3.5185494218188182,0.0604979278358773,7,7.013964165406094,0.0091883896432362,7,6.553575281519443,0.1085031445374251,7.768586646678159,6,5.505136705935001,0.1039192097638846,6.938208788633347,7,6.606825590133667,0.0765664887501333,8.0,4,4.151169657707214,0.0937955176644619,8.0,6,5.757502261549234,0.0696930268973918,6.520595911235432,4,4.631059158593416,0.129413294887993,6.872129408235196,6,5.768601507996209,0.0638968038832744,7.851936574326373,5,5.110445809373914,0.04822798683642,7.008466536019114,5,5.366461786393302,0.0741965400903929,7.851952691206906,10.3,10.8,0.0004652123137496
830,830,779,2,The intense hurricane caused huge damage in the upper Florida Keys with storm surge of about 18 to 20 feet.,2,2.0531463496662354,0.0366738286467665,3,2.88527683330176,0.0438458944530361,3,3.949916377663613,0.1311927805703942,3,3.522547908942215,0.0734251556497143,6,5.494525149464607,0.1109747214087849,4,4.17766247689724,0.0958589648494574,4,3.197996944189072,0.0907868213276701,3,3.438121804114189,0.0552967397915398,3,3.26556831199116,0.0520210463885084,2,2.3777317028724583,0.064002399150017,2,2.1389354189500978,0.0412642540549072,8.06148406554621,4,4.594372406601906,0.1037705045372121,7.397314608097076,6,5.211774408817291,0.090425740874737,7.81127755343914,4,3.811277493834496,0.04118128342827,8.0,3,3.069703929082607,0.0355874066059593,7.02188504525293,6,5.316492348909378,0.1216702203410884,7.201367152505554,4,3.8209839868941344,0.0748801285832288,7.993874392357185,3,3.269631188682524,0.047114776816942,7.880794987463332,2,1.9770227999698733,0.0105473340225149,8.014027849010745,8.7,9.3,0.0004169017552766
831,831,1166,1,The Crosier Symbolises the monasteries of the region.,2,2.013862383523019,0.0351160775313596,2,2.3170050266198814,0.0564843064468672,5,4.630823463201523,0.1344568143168482,3,3.163364987150999,0.0618074566050173,6,6.131737038493156,0.1214670549002831,4,3.4829900711774826,0.1116271311307662,2,2.091815784573555,0.0260775625461967,4,4.03708161439225,0.0131601457277103,3,3.5358829687174875,0.0666297488881397,3,2.820194319277107,0.0727374819740831,2,2.323289836524964,0.0601671334104348,8.031266749500901,6,6.701065480709076,0.0867436648654469,6.697290658950806,4,4.657261162996292,0.0856536024449279,7.841131299734116,2,2.1329642087221146,0.0333268359257557,8.0,3,2.813077653758228,0.065569141342301,7.058010694225231,5,4.369062840938568,0.1464790689827403,7.051085346553009,4,4.408460290636867,0.1047908858781149,7.972122401345132,4,4.200679100021148,0.041883482352296,7.015819881489733,2,1.977357969631904,0.0108288036695646,8.817572058547285,8.8,9.7,0.0004064977729147
832,832,5,2,A Wikipedia gadget is a Javascript and/ or a CSS piece that can be used just by checking an option in your Wikipedia preferences.,3,2.798458099437994,0.066514532254509,4,3.5451892081873666,0.0637786230209791,4,3.7533054696395993,0.1154969203955997,4,4.461088642303366,0.0801843916293698,1,3.4847230464220047,0.1556485810083479,4,4.354626961052418,0.0977063678269998,4,3.4340641498565674,0.0808471661356846,4,3.9863614271178,0.0111026973744367,3,2.992190785554925,0.0228473483490309,2,2.029332451469421,0.0127714327760858,3,2.99405087665582,0.0578206135512313,7.906325937302427,4,3.739464141428471,0.1431492134515148,7.128140777349472,4,4.775545597076416,0.0893525233347203,7.889272727072239,4,3.000000089406967,0.0934052475269039,8.0,4,3.812932056498539,0.0540302694257536,6.798780379661821,6,4.888174084015191,0.1190651582198166,7.040033611468971,5,4.919653542572632,0.0884363125434317,7.8671308645105,4,4.142571642894836,0.0361787512657141,7.010861998569453,2,1.999742530447248,0.0002377709559054,8.11919385847068,7.9,11.4,0.0004646106495402
833,833,1298,2,Group 1: evaluate climate change and systems.,2,2.175582610492711,0.0587518307181715,3,3.04414212996926,0.0385984219755693,5,4.744327235966921,0.1224748036544465,7,6.984488495916594,0.025421318052763,1,4.246192052960396,0.1545615794505917,4,4.000000238418579,0.128604723345034,2,1.602685660123825,0.0571263412254672,7,6.251705391663563,0.0888426391305273,4,4.0217335702787125,0.0261671627349564,5,5.0013561800510615,0.0029265938922273,2,2.1399328553634405,0.0491591459475108,8.008226527346778,4,4.049478963017464,0.1390735226533034,7.000000208616257,4,4.928326517343521,0.0929778618945208,7.65135532617569,2,1.7744991183280945,0.0817963579219668,9.0,4,3.719116610358469,0.0775805356794681,6.291094839358266,5,4.67425512522459,0.1282123789788913,6.977920698380331,7,6.887977504520677,0.0396635024069053,6.681052631931379,6,6.092652435112541,0.0826397401225286,7.119189570275921,3,3.406297765439376,0.0827567706014878,7.991423963609979,6.0,8.3,0.0003431323037557
834,834,1220,2,The San Diego Union Tribune accused U.S. Marine pilots of using Firebombs against Iraqi Republican guards in 2003.,2,2.399677511435584,0.0686029028403935,4,3.8262020536640193,0.0718359387145475,3,3.498607613146305,0.1309406237445287,4,4.734532123664394,0.0984314909212438,6,5.809928886592388,0.105664144786025,4,4.867368459701538,0.1065848664944907,4,3.3666951954364777,0.0842453015148473,4,4.021741020664422,0.0140485423955068,4,3.631815589563644,0.0579674329518053,3,3.119368907334896,0.0790160251159422,3,2.928768107376527,0.0757606889677937,7.852821833527741,4,4.7981158047914505,0.1162261078377222,7.5,6,5.588005185127258,0.0691198201282984,7.81127755343914,4,4.0,0.0718493394293287,8.0,5,4.682031666394323,0.0937495644381163,6.81883276937333,6,5.063731033354998,0.1356806474819813,7.15131105465116,6,5.422677318681963,0.0831674975336667,7.932634525362801,4,4.144606123436574,0.0352772027829092,7.164490504208516,2,1.9960260654328388,0.002645501137784,8.095327660288548,5.6,8.5,0.0004692941153111
835,835,710,1,"In interior decorating, small pieces of colored and Iridescent shells have been used to make mosaics and Inlays used to decorate walls, furniture and boxes.",3,2.5739349693176337,0.0713000550188466,3,3.519221860013204,0.0718122508490297,5,4.842568734195083,0.1066784291988127,6,5.836356042069383,0.0504863991350487,4,5.203067794442177,0.1090682194551842,6,6.151355549693108,0.0766507739644878,4,3.889273166656494,0.0295901306108655,4,4.499916269062112,0.0562187812216501,4,4.127585249336789,0.0351250504868873,5,4.9953415548564735,0.0187287793841061,3,2.7179938529261563,0.0647823888265698,7.817768279728625,4,4.550646394491196,0.1009419126086788,7.448104560375214,6,5.969224512577057,0.0690214519046431,7.5518966019153595,4,4.000000298023224,0.0542211770513294,8.0,6,5.606853615026921,0.0715462517707744,6.453399773141427,6,5.629102106089704,0.0871944250989022,6.971682956529548,6,5.807711510176887,0.0490662855114082,7.592260653440007,5,4.530754500592991,0.056211960609736,7.005857176067366,3,3.813680119987112,0.0996198055343035,7.999134425965904,13.0,15.9,0.0005916291945693
836,836,791,2,The characters have bad mouths like the earlier characters Pete and dud.,3,3.797603417187929,0.122512030611148,6,5.958383366698399,0.0425996801080361,4,3.9319412373006335,0.1108557835649156,7,6.870384337427822,0.0334337397607538,6,6.673034142702818,0.1001902782295872,8,7.6478091776371,0.0639900219117232,2,2.1588689982891083,0.0372213555746297,6,6.021404178221019,0.0367011598811932,4,3.68080840877974,0.0655706490565136,7,6.952591907815076,0.0203550722374311,3,3.7528694011271,0.1157584030026179,7.61934361976455,8,7.000000208616257,0.0934052475269039,6.605880379676819,8,7.4388927817344666,0.0793355256137861,7.136547476053238,2,2.4668321013450623,0.0741037459365526,8.0,6,6.113773873104947,0.0551302977152587,5.358221116941422,3,3.006607727147639,0.1006545126202284,6.350956544280052,7,6.778939946823812,0.047064983956772,7.388927010324551,6,5.976112271603597,0.028421810534448,7.014043776765476,3,3.048380589738372,0.0289492018952333,7.995938168211965,8.0,8.5,0.0003395434125318
837,837,713,1,"In December, 1967, ten boom was given an award for an honest among the countries by the state of Israel.",8,7.709100609179586,0.06837248968231,6,6.164295839902479,0.0516915462167343,7,4.086412280797958,0.152262363945784,6,6.334310276404722,0.0744452559403748,7,7.000000208616257,0.0929778618945208,8,7.937516484409571,0.0198734255712502,4,4.224648378789425,0.0895731487010103,7,6.866419133106199,0.0317145267488987,4,4.03010021076966,0.0316270314606252,7,7.053123263118323,0.0203122885522947,8,8.00484273714278,0.0307333650384543,7.073931360821007,8,7.000000208616257,0.0934052475269039,7.222700357437134,8,8.0,-0.0,6.651355266571045,4,4.689524151384831,0.1072688476982798,7.841131299734116,6,6.259046489118191,0.0589969432937101,5.601891699421685,3,2.901304006576538,0.1190999265881983,6.541696718661115,7,6.584589520498412,0.0641860313331923,7.564029442408355,7,6.923382493599547,0.0218470996288361,7.999187332645903,7,6.4786827636504825,0.0737591880922949,7.004884286177571,7.6,8.6,0.0004082846999688
838,838,1424,1,Seventh sons have magic skills and Seventh sons or Seventh sons are really rare and strong.,3,2.924075256101787,0.095006644246183,6,5.630951681174338,0.0777991255219275,4,4.759888954460621,0.1233062482127603,7,6.72999491597875,0.0533792815063066,6,5.592208296060562,0.0956200047125124,6,6.195527970790863,0.1254303350067671,2,2.091815784573555,0.0260775625461967,4,4.186137274563407,0.0464481613200216,4,4.078504153078768,0.0358532333740189,5,4.947179174671305,0.0315596732084909,3,2.7356943657505326,0.0746730647468478,7.817494996448659,6,5.730186738073826,0.0979089523465425,6.748323500156403,6,5.93584431707859,0.1019844303033035,7.448104560375214,2,2.1329642087221146,0.0333268359257557,8.0,6,5.860027396935038,0.061395151811409,5.005009270826122,4,4.075989916920662,0.1221832069393374,6.718382388120517,7,6.505767806433141,0.0706120576854712,7.722668269168935,4,4.086935565329441,0.0445946109718249,7.006633856610279,3,3.3005663506082783,0.0699017326668501,7.999385478061775,7.2,8.9,0.0003835403114576
839,839,623,2,The incident has been the subject of many reports as to ethics in scholarship.,3,2.937816822086461,0.0769017824566064,4,4.074490544240689,0.0530320908211048,6,5.841130665969104,0.0849922050696569,6,5.7914353351225145,0.0524596141277818,6,6.238359838724136,0.1054068701490392,6,6.489358365535736,0.0725364980519128,4,3.605211831629276,0.067219151043969,7,6.50620708625047,0.0613696403296531,4,4.480018892121734,0.0715437197681761,5,5.013164946446409,0.0081143703284996,3,3.1940363810863346,0.0831590428078757,7.7768300435946,6,5.691735535860062,0.0957342194889145,6.748323500156403,7,6.651355266571045,0.0549749854538071,8.0,4,4.544728711247444,0.1077657311318689,8.0,5,5.0167848594574025,0.0689009025684634,6.118166102485702,6,6.114840279566124,0.0696015206106734,7.216738775372505,6,5.975690176817807,0.0370334218024933,7.730912580428594,6,6.121508277766907,0.0474280894031067,7.053394928494527,5,4.993686649389375,0.0046426072963799,7.970687926010605,6.4,7.4,0.0003236452356623
840,840,296,2,"Captain Caleb Holt( Kirk Cameron) is a firefighter in Albany, Georgia.",1,1.2944618910255483,0.0527273022000417,2,1.9549036247990443,0.0239964563259514,1,1.26077762641944,0.0521001128363743,1,1.0035697067473848,0.0018946772918653,1,2.4471232518553734,0.1265898242813418,2,2.7755454778671265,0.0893525233347203,2,1.889272592961788,0.0295902015580156,2,1.9151954456019096,0.0235667410229834,2,2.05848089944746,0.0281991833683748,1,1.0005527249519284,0.0004529652995239,2,1.500686208452862,0.0605062189349298,8.982345108222262,1,2.1461294144392014,0.1161530221377811,7.97743109613657,4,3.524522542953491,0.1056641751919465,8.0,2,1.889272592961788,0.0295902015580156,9.0,2,1.919886340476296,0.0256453189140077,7.977080733976209,1,1.1416857303120196,0.0340450724032126,8.369259451981634,1,1.0650734662558534,0.0197387431855146,8.999632318070553,1,1.3216334283064768,0.050700738659347,8.880791615991939,1,1.0000009308760704,1.3522761898108236e-06,8.999446741424377,6.4,9.7,0.0004197260857064
841,841,1847,1,The British decided to eliminate him and take the land by force.,2,2.122762662797413,0.0467754910581124,3,2.65836806310108,0.0633147974788491,2,2.810909427702427,0.1186963856826003,2,2.243361235166958,0.0489143557827225,6,5.868393540382385,0.1039191793579631,6,6.025365382432938,0.1253158465770716,2,2.0,-0.0,3,3.005118247485065,0.0027491307955768,3,3.095696901035865,0.0264124343325844,2,1.997780443498556,0.0018646243674036,3,2.9224099497660063,0.0749379319670927,7.882544225284619,6,4.969963297247887,0.1199865500419845,7.366695195436478,6,6.136547401547432,0.0833228263982426,8.0,2,2.0,-0.0,8.0,3,2.9853583397343755,0.0568554003853315,7.070066931966721,3,4.002853430807591,0.1370687784187376,7.083310961723328,3,2.827384084230289,0.0572460898221651,8.05091897607798,3,3.0083161434775327,0.00643181190642,7.798182233312616,1,1.4378236131398543,0.0660718458851449,8.999876738872967,4.4,5.4,0.0002890856590271
842,842,1127,1,"It has a capacity of 98,772. this makes it the largest Stadium in Europe. This means it is the eleventh largest in the world.",2,2.216911658993922,0.0583676759472739,4,3.802217630800442,0.0597698646086039,6,5.3933372823521495,0.1015900038183939,3,3.080022790352814,0.0631280945953873,6,5.939256764948368,0.1000272923551243,6,6.0,0.0718493394293287,2,2.0,-0.0,3,3.4106961998835743,0.0554091099711238,3,3.467426147514743,0.0619859795405766,5,4.965253738914271,0.0270685699166546,2,2.1011086546759543,0.0396456661851551,8.090033936514374,6,5.652814105153084,0.0999400881723073,7.222700357437134,6,6.260829031467438,0.0487955140157514,8.0,2,2.0,-0.0,8.0,4,4.081298330042046,0.0549091998021725,6.292087199004527,6,5.75109941069968,0.0843417053624311,7.094965237483848,5,4.824281322769821,0.0984496122101608,7.817653874625876,3,3.22496486326159,0.0439178196005681,7.835480540733613,5,4.530340186807734,0.0733982388152897,7.924141524504918,2.9,2.6,0.0003004537207792
843,843,1139,2,"When the rest of the Nicolenos moved to the mainland, she was left behind for reasons unknown.",2,2.241903229616128,0.0542313407937255,3,3.277788649138529,0.0632218169826784,5,4.797750197350979,0.1344982166277654,3,3.1282462748058606,0.0510992012005655,6,5.847175970673561,0.0956544951627827,4,4.1497816145420074,0.1028553065711493,2,2.5854427218437195,0.0817455597624738,4,4.01816410430996,0.0091953036798718,4,3.703220473154943,0.0569616918441219,3,2.9079783138298367,0.0442460413771901,2,2.449895246161759,0.065510059447516,7.9927038937821635,4,4.793835423886776,0.1034392218873336,7.342738658189774,6,5.2700324058532715,0.0886899884408849,7.777300089597702,4,3.6398215144872665,0.090871704525147,7.841131299734116,4,3.958255571400514,0.0640129026640381,6.934622725498684,6,5.553545985370874,0.1159795421082466,7.114173107489478,4,3.958504262729548,0.0848730525693135,7.990688217836464,4,4.077683852537049,0.0265867069499824,7.015869958180701,2,1.9999050532383853,0.0006539578709638,8.07584311206665,5.2,8.7,0.0003686935043922
844,844,1583,1,"Now, it is Bohemian Switzerland in the Czech Republic.",1,1.2944943430838975,0.0527407173914375,2,1.9484038691807648,0.0218770002341887,1,1.289354155305773,0.0551383244985428,1,1.0026278428322255,0.001447158097754,1,2.923755317926407,0.1192412705004831,2,1.7454897835850716,0.0793355205461325,2,2.0,-0.0,2,2.033070509337435,0.0116882911814092,3,2.910200988400902,0.0384018878381625,1,1.0011695420643385,0.0008738168890395,1,1.4383774147786426,0.0597698584581374,8.982386589249018,1,3.287849321961403,0.1426756919009328,7.551896601915359,2,2.6572611927986145,0.0856536024449279,8.0,2,1.8112774640321727,0.04118128342827,8.222700387239456,2,1.9334086916933304,0.0300403010573106,7.801117732906277,1,1.269488821271807,0.053924327373749,8.52311028301483,1,1.0283255325557548,0.0102407036543393,8.999598767553493,2,2.106638336892491,0.0273696868725515,7.996833087350751,1,1.0140637517142632,0.007127242805124,8.999664786381175,6.8,7.1,0.0002862658216763
